X Coordinate,Y Coordinate,Z Coordinate,Combination,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
38.587,-35.368,0.0,67 (Final) STR13.25-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.15456471963735,0.0517755154644056,152.351778437618,0.0,0.0,0.00451348380339366
38.587,-35.368,0.0,68 (Final) STR13.26-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0344718437871801,3.37085699347577,146.841884704842,0.0,0.0,-0.00088272571518126
38.587,-35.368,0.0,69 (Final) STR13.27-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0632427648562519,3.35624405811851,146.070587280022,0.0,0.0,-0.00124808024053819
38.587,-35.368,0.0,70 (Final) STR13.28-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,-0.0159544205603656,3.42171737027815,120.045675227612,0.0,0.0,0.00149669834303113
38.587,-35.368,0.0,71 (Final) STR13.29-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0128165005087056,3.40710443492086,119.274377802792,0.0,0.0,0.0011313438176742
38.587,-35.368,0.0,72 (Final) STR13.30-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0324084112494757,2.91128913014512,129.796791827483,0.0,0.0,0.000187352919462974
38.587,-35.368,0.0,73 (Final) STR13.31-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.66817978766913,0.0200006589160608,169.509796844613,0.0,0.0,-0.0108688142589527
38.587,-35.368,0.0,74 (Final) STR13.32-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.66790296620334,0.0191271895393134,161.174259013389,0.0,0.0,-0.010899798191474
38.587,-35.368,0.0,75 (Final) STR13.33-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.71789376863584,0.0704523696930447,142.713362561008,0.0,0.0,-0.0084869130751578
38.587,-35.368,0.0,76 (Final) STR13.34-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.71761694717005,0.0695789003162987,134.377824729784,0.0,0.0,-0.00851789700767911
38.587,-35.368,0.0,77 (Final) STR13.35-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.46793289959765,0.048144930773103,145.151488499095,0.0,0.0,-0.00816502131099786
38.587,-35.368,0.0,78 (Final) STR13.36-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0456131464218935,-2.45100248642376,154.452052485526,0.0,0.0,-0.00034261561229343
38.587,-35.368,0.0,79 (Final) STR13.37-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0584140428781041,-2.44753143932043,154.122734431448,0.0,0.0,-0.000556234274586498
38.587,-35.368,0.0,80 (Final) STR13.38-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0095098700763169,-2.41416556410135,134.998777537093,0.0,0.0,0.00138708967011321
